Index,tracks,Timestamp,X,Y,Z,Speed_X,Speed_Y,Speed_Z,Speed,Year,Month,Day,Hour,Min,Sec
554345,8,1579018771.93423,-1888.24240375997,215.446190889925,-189.714976084455,-4.67940039393256,15.5110827227881,14.7141172809943,21.8859709092096,2020,1,14,16,19,31.934226562
554349,8,1579018772.71178,-1890.67950377997,203.858445519581,-183.772664078967,-5.64179813150541,NaN,13.2535995613801,14.4044363822426,2020,1,14,16,19,32.711776042
554352,8,1579018773.34188,-1892.60993154999,204.971961699426,-204.869764882032,-8.88760115982936,NaN,34.2292831154262,35.3642938141312,2020,1,14,16,19,33.341882812
554362,8,1579018776.49133,-1892.57599643001,209.465089039877,-165.601034515647,-1.10329428274668,NaN,NaN,1.10329428274668,2020,1,14,16,19,36.491330729
554372,8,1579018782.05237,-1898.61559015,201.321229499765,-201.697127026572,-1.95489843217369,NaN,NaN,1.95489843217369,2020,1,14,16,19,42.052367188
554381,8,1579018785.59878,-1901.82324864995,186.317764559761,-163.711643824579,-4.67627022907736,-2.59183148297609,3.34934211966357,6.30897664649773,2020,1,14,16,19,45.598783854
554384,8,1579018786.29508,-1902.38450000004,191.082751129754,-187.525471883058,-9.74298066950163,-26.4674138711639,5.66007093795948,28.766057643975,2020,1,14,16,19,46.295083333
554387,8,1579018786.99223,-1904.48997488001,193.640958099626,-214.787730564466,-6.88532922508078,-18.9080521024554,-36.5903744552042,41.7585643385759,2020,1,14,16,19,46.992231771
554389,8,1579018787.6883,-1907.21413085004,185.022191939875,-220.206307165147,-12.4891693101261,-15.6722847329907,NaN,20.0399565570619,2020,1,14,16,19,47.688296875
554391,8,1579018788.38741,-1907.34694027004,176.758836929686,-192.545611565391,-7.35583452258035,-24.6113901503818,-32.0006580172392,41.0349965297207,2020,1,14,16,19,48.387408854
554396,8,1579018789.80403,-1910.48114834004,164.685777409934,-185.160343953546,-4.15117068456967,-21.8631376128452,11.6281907942391,25.1086404545898,2020,1,14,16,19,49.804026042
554400,8,1579018790.48622,-1915.28385519003,152.110489919782,-204.97448991125,-20.9420367977454,-31.8555079993657,-24.9176148871032,NaN,2020,1,14,16,19,50.486221354
554409,8,1579018799.43372,-1923.96974281,155.76558343973,-224.0539042532,-1.88093909286969,-0.809336120648166,NaN,2.04767107399389,2020,1,14,16,19,59.433716146
554411,8,1579018800.12292,-1923.95838025003,156.854788620025,-209.085460383749,-19.1927901765632,NaN,24.2373327258525,30.9162011318542,2020,1,14,16,20,0.122916667
554415,8,1579018802.66359,-1919.83098332002,167.815659519285,-175.593230838524,-1.65457181825432,NaN,6.69057641804729,6.89212744422881,2020,1,14,16,20,2.663588542
554421,8,1579018803.36614,-1922.77240578004,163.792584449984,-201.989248365289,-1.55268619173328,NaN,-24.1954990069755,24.2452677157121,2020,1,14,16,20,3.366138021
554425,8,1579018804.05743,-1923.4834419,160.717735849321,-195.694285531257,-2.21554807301682,8.1496718521014,-24.1640476462097,25.5974022746269,2020,1,14,16,20,4.057429687
554468,8,1579018812.60161,-1922.63256049005,182.552007739432,-162.156481041991,-0.249848910822894,2.25732341340833,1.95505806847067,2.99669576734995,2020,1,14,16,20,12.601606771
